"DEPTID","HIRE_DT","ANNUAL_RT","Gross"
"A50401","12/23/2013","88400.00","87505.36"
"A99265","12/4/2013","58963.00","62257.78"
"A64464","9/23/2015","36263.00","50394.59"
"A99162","9/14/2011","66784.00","69493.79"
"A99386","12/3/2001","68300.00","64249.61"
"A99164","4/25/2007","71412.00","80971.83"
"A65026","5/1/2008","39983.00","40259.18"
"A29036","6/15/2016","64500.00","62000.05"
"A64003","10/15/2014","44429.00","68178.93"
"A85301","4/7/1977","71800.00","68402.05"
"A85301","4/23/2009","32584.00","32406.05"
"A99386","3/22/2010","58066.00","59348.46"
"A65012","10/1/1984","95600.00","96249.08"
"A38001","5/29/1997","59392.00","63895.28"
"B70358","12/26/1995","33176.00","38192.06"
"A50306","12/5/2005","36439.00","37594.97"
"A64136","10/15/2014","47950.00","51107.83"
"A64141","12/9/1985","121220.00","129084.58"
"A99093","7/23/2014","58963.00","54199.27"
"A65008","7/1/2016","62200.00","43599.20"
"A50582","9/5/1978","36754.00","37732.68"
"P04002","5/27/2017","20800.00","4050.00"
"P04002","6/23/2007","20800.00","10980.00"
"A64121","9/18/1995","99095.00","96599.16"
"A99192","7/7/2008","70735.00","153537.00"
"A01001","9/14/2015","52000.00","51353.88"
"A64223","1/17/2001","73041.00","73423.82"
"A99125","11/5/2008","71742.00","95597.36"
"A29008","9/11/2006","91000.00","88228.40"
"C90786","9/17/2009","10548.00","10203.38"
"A50603","10/26/2015","35141.00","41121.84"
"A91013","11/10/2016","30411.00","13422.41"
"A64462","8/20/2014","67952.00","59721.59"
"A99386","6/7/2005","88400.00","120512.84"
"A65527","12/15/1994","66800.00","66815.11"
"C90786","4/30/2012","10548.00","10226.95"
"P04002","5/28/2015","19240.00","2862.99"
"A99034","8/18/2011","66122.00","91040.72"
"A64301","10/29/1997","95065.00","104996.36"
"A99123","1/7/2013","64328.00","76373.13"
"A99362","11/17/2008","37367.00","38646.93"
"A65104","11/14/1994","63642.00","64637.67"
"A50303","5/18/1987","37523.00","37341.34"
"A99334","7/31/1996","81086.00","135570.09"
"A30001","5/21/2013","93600.00","49740.30"
"A99170","7/1/2001","86190.00","104065.77"
"P04001","6/13/2014","24960.00","15996.00"
"P04001","7/2/2007","20800.00","1610.00"
"A99372","11/17/2011","48950.00","50987.92"
"A75082","1/17/1994","35294.00","43140.70"
"A50304","6/26/1989","64200.00","64509.63"
"A99224","7/30/2002","76892.00","90156.64"
"A38001","1/30/2003","56108.00","1821.39"
"A99193","2/28/2011","66784.00","79227.13"
"A02002","3/18/2013","62306.00","54624.10"
"A50602","2/22/2000","37669.00","63481.95"
"A52002","9/2/1989","39090.00","38497.49"
"A03085","8/28/2017","27218.00","27218.00"
"P04002","6/1/2017","19240.00","1050.00"
"A85301","1/3/1994","45977.00","48082.19"
"A99125","5/23/1994","82484.00","114653.57"
"A02003","5/23/2005","53000.00","52927.81"
"A68008","5/24/2014","20800.00","10999.86"
"A64133","1/6/1986","78527.00","83316.64"
"A64152","8/18/2008","70513.00","87406.89"
"A64203","1/7/2002","71461.00","84790.06"
"A99093","4/26/2010","69373.00","71107.07"
"A50606","4/28/2008","32635.00","39576.55"
"A50212","7/11/1988","34091.00","34743.14"
"C90786","3/15/2005","10864.00","10118.42"
"A64206","11/23/1998","73041.00","81636.00"
"A50618","2/20/1998","32260.00","44582.29"
"A64461","6/3/2015","32966.00","39949.80"
"A99330","2/22/1993","83184.00","156482.65"
"A99386","8/22/1983","100200.00","96543.56"
"A99349","6/1/2000","104506.00","108307.90"
"A29017","10/15/1996","117705.00","109771.12"
"A99123","8/16/2007","71412.00","86661.78"
"A99322","2/13/2007","71412.00","135963.53"
"A64208","11/13/2006","68793.00","72751.14"
"A99386","9/19/1994","80900.00","69358.95"
"A64140","11/10/2010","76808.00","76903.88"
"A99222","2/25/2014","49833.00","51400.87"
"A50701","6/2/2016","31765.00","21083.31"
"A01001","2/2/2015","59500.00","38582.83"
"A99200","8/3/1998","79689.00","78027.47"
"A99323","11/21/1999","80179.00","89714.34"
"A99070","11/21/1999","80179.00","97873.77"
"A99405","6/18/2008","68200.00","60780.50"
"C90786","11/5/2005","10864.00","10453.75"
"A06011","8/20/2012","63300.00","63156.25"
"A52003","8/15/2005","79300.00","78533.30"
"P04001","1/28/2011","22880.00","11390.50"
"A99333","2/5/1985","40137.00","45527.01"
"A17002","8/8/2002","42381.00","38861.41"
"A29008","7/14/2014","36769.00","32220.09"
"A15001","3/28/2007","67200.00","65527.26"
"A65026","7/3/2017","39000.00","39000.00"
"A90041","9/5/1995","35294.00","34764.06"
"A83002","4/16/1987","84100.00","83240.55"
"A90201","9/7/2006","39924.00","44857.99"
"A65026","12/30/1993","68100.00","66357.57"
"A99035","12/7/2004","84804.00","88782.21"
"A99195","8/21/2008","66784.00","82618.39"
"A75066","4/28/2014","55610.00","52868.64"
"A75017","2/22/2010","44358.00","41084.68"
"A99386","6/9/1975","81300.00","78702.39"
"A50609","9/1/1979","79300.00","83930.58"
"A99370","8/4/1997","40730.00","41260.84"
"A02003","11/8/2005","54600.00","54804.63"
"A50100","9/2/2008","34902.00","33889.36"
"A50638","8/19/2013","30430.00","31491.25"
"A99309","7/22/1998","81609.00","92412.82"
"A65033","11/17/2016","51880.00","30304.89"
"A19103","1/5/2015","68400.00","67487.80"
"A50212","11/2/1981","65900.00","64748.64"
"A14006","11/21/1996","42250.00","44721.08"
"A70320","10/10/2015","29120.00","26053.86"
"A67011","5/20/2014","59466.00","57266.80"
"A40001","9/14/2015","59500.00","55605.81"
"P04001","5/27/2017","27040.00","27040.00"
"A85001","7/6/2017","34970.00","34970.00"
"A99262","2/13/2007","71412.00","115122.63"
"A03064","4/4/2007","32440.00","29856.34"
"A91013","5/18/2000","30742.00","31673.82"
"C90786","6/14/2007","10864.00","10700.27"
"A50501","1/29/2007","32448.00","33319.65"
"A31017","3/21/2016","42350.00","38162.41"
"A04001","2/17/2004","44594.00","48716.07"
"A50553","7/18/1988","38349.00","64135.99"
"A50212","10/24/1994","42625.00","47740.30"
"A12001","4/22/2013","44092.00","44424.20"
"A50601","7/31/2017","28488.00","28488.00"
"A70415","8/30/2004","34299.00","30593.53"
"A99386","4/16/2015","63240.00","57608.59"
"A38001","6/18/2002","55056.00","57735.24"
"A49300","12/18/2006","35949.00","35854.98"
"A99260","1/12/2015","31017.00","33853.61"
"B49411","6/20/1988","34091.00","42686.02"
"A99125","11/21/1999","80179.00","84358.35"
"A65008","12/4/2014","74300.00","73959.07"
"B70410","9/15/2011","31512.00","34816.74"
"P04002","5/27/2017","22464.00","7071.17"
"A64120","2/25/2004","79470.00","84021.73"
"P04001","5/27/2017","24960.00","24960.00"
"A99263","4/17/2013","62676.00","59016.29"
"A90002","9/19/2017","28488.00","28488.00"
"A64604","8/1/2016","37415.00","36209.52"
"A02002","4/4/2007","65238.00","63245.79"
"A64152","10/7/2002","69145.00","78630.45"
"A99416","2/15/2017","48971.00","16007.47"
"A65013","1/11/2008","70070.00","70579.79"
"A99310","7/1/1992","83881.00","135053.94"
"A99408","6/19/2007","71412.00","70240.55"
"A99408","6/27/2001","77591.00","74749.74"
"A64001","9/14/2009","124100.00","98261.42"
"A99262","6/26/1995","96108.00","116157.73"
"A50603","1/27/2000","51888.00","68745.06"
"A99095","10/1/2009","70051.00","79353.98"
"A99200","7/20/1998","79689.00","91715.43"
"A40002","7/5/2005","38488.00","40793.22"
"A75079","1/7/1980","36738.00","36966.79"
"A70320","8/28/2017","22318.00","22318.00"
"A85302","6/17/2003","56377.00","73925.65"
"A06041","9/5/1995","68500.00","68299.79"
"A41101","5/5/2014","81200.00","79574.98"
"A99396","9/10/1996","95263.00","116294.85"
"A68005","7/22/2011","20800.00","5060.00"
"A65072","12/15/2015","5512.00","3085.50"
"A70360","6/4/2012","29890.00","30838.21"
"A99329","2/14/2002","36996.00","37916.74"
"A75017","4/27/2015","28488.00","20513.96"
"P04002","5/27/2017","20800.00","2810.00"
"C90786","3/15/2005","10864.00","10527.69"
"A75075","9/3/1968","37884.00","36109.71"
"A85302","6/28/1979","63950.00","85684.08"
"A50602","3/30/1987","35006.00","62443.71"
"A99002","10/14/1993","83184.00","167707.29"
"A75082","11/13/2012","31883.00","36624.55"
"P04002","5/27/2017","19240.00","4183.86"
"A49102","1/24/1975","62345.00","92517.55"
"A03064","8/24/1998","39004.00","38210.30"
"A50582","8/25/2008","31512.00","35796.93"
"A50702","8/30/1993","42940.00","40899.03"
"A70340","6/19/2017","22318.00","22318.00"
"A99123","10/9/2001","76892.00","120867.66"
"A65072","7/30/2014","5512.00","2263.15"
"A64220","2/22/1994","74021.00","75296.84"
"B70412","2/4/2014","31512.00","34445.27"
"A50209","2/18/1986","50404.00","50887.80"
"A99064","6/24/2006","67719.00","116783.88"
"A99030","5/21/2008","81186.00","92364.23"
"B49308","8/26/1991","35797.00","36825.68"
"A29022","8/4/1997","59500.00","58300.00"
"A65098","2/12/2015","56962.00","41793.81"
"A64150","1/18/2005","67262.00","83598.61"
"A65005","11/22/2004","72420.00","71589.82"
"A99362","9/2/2004","42852.00","56805.80"
"A70410","8/1/2005","54883.00","54941.88"
"A50307","3/31/2003","41821.00","55517.03"
"B70411","9/20/2011","31512.00","34179.83"
"A29008","11/14/2016","76500.00","44711.59"
"A67001","1/26/2009","42602.00","45170.02"
"A50606","2/3/1982","35006.00","61244.22"
"A64154","9/15/1999","69515.00","79371.00"
"A44035","7/8/2013","131200.00","128898.94"
"A12002","7/1/2010","51070.00","72437.31"
"A08002","11/22/1994","60600.00","59456.22"
"A64003","7/12/2017","44196.00","44196.00"
"A03027","10/8/1992","55104.00","53782.75"
"A29003","2/13/2001","89200.00","87370.05"
"A99160","6/9/2014","58963.00","63157.73"
"A99312","4/4/1986","83881.00","87073.41"
"A64201","8/18/2008","66489.00","66972.50"
"A85301","1/22/2015","38381.00","40167.36"
"A64152","11/13/2006","66829.00","83800.82"
"C90786","9/3/1988","11812.00","11393.38"
"A19103","3/24/1997","72000.00","71673.85"
"B70354","12/6/2006","33613.00","33362.07"
"A99032","12/22/2005","72094.00","109354.19"
"A38001","2/28/2013","52020.00","52671.40"
"A99063","10/28/1997","79689.00","110351.12"
"A99200","9/24/1998","91569.00","100189.44"
"A99265","2/10/2000","103247.00","153762.21"
"A99370","6/20/2007","95200.00","91428.52"
"A99090","2/15/1977","40835.00","37686.12"
"A29008","1/19/2015","106100.00","104611.57"
"A75075","10/1/2001","51888.00","48525.75"
"A64139","9/17/1990","89515.00","99068.22"
"A68011","1/26/2015","31017.00","32502.27"
"A64151","3/26/1990","105127.00","109531.75"
"A14001","7/6/2017","30265.00","30265.00"
"A83001","7/13/2017","72800.00","72800.00"
"A64003","3/8/2017","37320.00","10036.62"
"A91013","11/9/2006","31419.00","30976.80"
"P04001","6/7/2011","20800.00","20800.00"
"A19104","10/22/1994","75400.00","74713.04"
"A64135","7/12/1999","71461.00","96372.50"
"A19103","1/4/2016","78000.00","77605.78"
"C90786","10/21/2004","10864.00","10503.04"
"A99416","8/17/2017","48971.00","48971.00"
"A24002","4/24/2017","66300.00","10049.99"
"A99362","10/24/2012","32864.00","36383.30"
"A64206","11/10/2010","66489.00","77182.87"
"A31001","8/31/2017","39800.00","39800.00"
"A99356","9/8/1988","37999.00","36828.37"
"A50206","1/25/1988","54034.00","64622.70"
"A99372","2/19/1985","56295.00","60415.40"
"A29001","10/7/1991","52571.00","51155.13"
"A64004","7/25/2013","36446.00","37210.75"
"A50207","12/23/2013","40603.00","43272.70"
"A01030","2/15/2014","98160.00","81022.76"
"A64001","2/15/2007","30597.00","2934.65"
"A38002","10/7/1991","46851.00","60984.31"
"A99125","10/4/2005","74499.00","76690.54"
"A99334","1/29/2002","76892.00","122171.49"
"A68001","12/21/2005","55610.00","65501.87"
"A30001","6/21/1990","96400.00","95710.09"
"A23002","8/29/2016","63240.00","50076.83"
"A99386","9/22/2016","38915.00","30066.03"
"A49104","3/23/1987","56295.00","56213.04"
"A99193","6/8/2015","49833.00","54608.23"
"A64121","11/10/2010","65009.00","65707.99"
"A99222","6/27/2011","66784.00","78519.10"
"A64603","1/6/2003","51890.00","57765.89"
"A99034","6/6/2016","49088.00","49614.48"
"A30001","2/4/2008","113400.00","111506.09"
"A30001","12/16/1996","101800.00","96293.32"
"A31003","6/29/1993","81300.00","79713.59"
"A38001","7/3/2003","55056.00","56737.75"
"A99372","4/13/2000","40495.00","33629.94"
"A06034","11/1/1995","63292.00","60293.67"
"A40002","7/5/2005","38488.00","41486.24"
"A91014","11/6/1997","46459.00","47970.90"
"A99033","6/23/2008","70735.00","88113.96"
"A64004","3/26/1990","79455.00","79961.01"
"A99322","4/20/1998","79689.00","127564.35"
"A50212","8/2/1993","38561.00","38941.76"
"A50701","8/31/2015","33803.00","30976.03"
"A75051","1/5/2015","38761.00","37307.45"
"A03084","1/22/2001","95200.00","94503.51"
"A16001","12/14/1995","100400.00","94435.43"
"A99035","10/30/2012","62676.00","83214.54"
"P04001","6/10/2006","20800.00","13342.50"
"A99005","7/27/2011","66784.00","86966.24"
"A99372","3/12/1997","53357.00","50423.34"
"A64227","2/8/1988","80725.00","81432.15"
"C90786","8/18/2003","10864.00","10503.05"
"A29005","12/22/2014","69800.00","67290.50"
"A50208","12/9/1993","33176.00","34017.99"
"A99356","7/18/2007","71412.00","76637.66"
"A65072","7/31/2017","5512.00","5512.00"
"A90040","5/6/1993","60614.00","71391.83"
"A50502","4/1/2002","34590.00","33660.08"
"A04001","10/16/2008","36055.00","36451.26"
"A99297","9/18/1996","81086.00","91439.92"
"A06016","11/3/1986","51118.00","45187.18"
"A99160","3/31/1994","126378.00","124457.17"
"A85301","9/11/2008","47423.00","66452.76"
"A99365","5/25/2006","35949.00","36637.49"
"A49350","6/12/2000","37500.00","44111.93"
"C90786","4/5/2007","10864.00","10527.71"
"A68003","4/4/2017","20800.00","1943.30"
"A38001","5/4/1988","54026.00","56515.51"
"A64465","9/23/2015","36263.00","46914.85"
"A64006","10/14/1997","73741.00","92122.15"
"A29004","4/2/2001","39609.00","38832.03"
"A04015","7/2/2013","19802.00","8791.92"
"A64462","9/23/2015","36263.00","36642.95"
"A64158","11/23/1998","84137.00","85846.10"
"A49102","5/2/2016","124800.00","122957.65"
"A64113","8/18/2008","65009.00","73003.91"
"A64206","11/13/2006","69145.00","80597.69"
"A64221","8/25/1986","80313.00","86255.02"
"A99124","11/28/2016","71221.00","38577.07"
"A50207","12/12/1988","54826.00","73572.04"
"A29004","11/19/1990","99400.00","97336.58"
"P04001","7/25/2017","24960.00","24960.00"
"A38006","3/29/1990","45083.00","15037.30"
"A50207","10/25/1982","46693.00","49694.14"
"A64206","2/25/2004","70674.00","81359.59"
"A64127","3/30/2011","65009.00","69248.42"
"A91014","1/29/1998","46459.00","46882.82"
"A99170","11/18/2004","71412.00","104675.85"
"A29011","1/6/2000","80500.00","79038.43"
"A03092","9/3/2013","59800.00","59268.73"
"A85100","1/29/2007","86100.00","81858.28"
"A99197","4/3/1997","80387.00","84211.55"
"A64210","12/12/2007","65009.00","75523.72"
"A75052","9/4/2012","63338.00","58048.69"
"A49300","7/7/2014","34902.00","33191.83"
"A50509","12/7/1992","38561.00","61804.44"
"A29004","2/13/2006","86500.00","84735.35"
"A29004","11/30/2015","67218.00","57497.89"
"A99347","10/13/1998","78988.00","97320.41"
"A99005","9/13/1988","83881.00","87439.54"
"A75018","8/6/1979","31200.00","14145.00"
"A64130","3/31/1997","87455.00","96779.35"
"A64003","3/8/2017","37320.00","10136.62"
"A90002","4/4/1985","40137.00","52258.92"
"A49505","2/10/1986","65900.00","74876.97"
"A29045","7/31/2017","37415.00","37415.00"
"A99193","8/3/2015","49833.00","75786.90"
"A50303","9/10/2007","32114.00","28171.23"
"A67002","7/9/2007","65770.00","35669.17"
"A29003","11/10/2003","90200.00","88478.90"
"A65201","7/1/2006","38152.00","20473.03"
"A99386","4/18/1988","97600.00","90303.39"
"A40001","11/28/1989","77300.00","76331.02"
"A99416","3/9/2017","48971.00","12917.42"
"A64466","11/28/2006","72788.00","87431.23"
"A29008","5/6/1997","60614.00","57980.75"
"A41101","2/16/2016","67600.00","66639.66"
"A84401","6/27/2013","31910.00","29861.36"
"A91018","4/17/2008","23920.00","9538.28"
"A65096","7/1/2006","27480.00","26729.80"
"A64003","9/18/1995","75705.00","88353.10"
"A40002","10/15/2002","38488.00","38772.24"
"A64466","10/30/2008","36263.00","34275.72"
"A65075","6/6/2016","37415.00","36050.40"
"B70370","6/21/2010","30430.00","41947.07"
"A75082","2/6/2012","40935.00","27010.46"
"C90786","9/30/1995","11496.00","11036.07"
"A91015","4/24/2008","41604.00","42388.96"
"A49100","4/14/1980","106000.00","104004.74"
"A99386","2/21/2017","38915.00","12875.57"
"A65011","10/11/1995","73248.00","66696.09"
"A99124","9/3/2009","70051.00","73374.84"
"A65041","8/26/2004","59808.00","58634.98"
"A50101","2/27/2017","72100.00","21194.55"
"A99415","9/9/1999","91569.00","106840.72"
"A75088","9/21/1999","25709.00","13225.24"
"A91015","6/23/2007","40935.00","43019.68"
"A49103","8/6/1990","67902.00","65277.87"
"P04001","6/10/2017","31200.00","31200.00"
"A50803","4/11/2005","36275.00","22541.32"
"A99091","1/4/2001","77591.00","95754.59"
"A29016","6/15/2015","100300.00","98243.81"
"A64004","10/5/1981","95486.00","100252.16"
"A67012","5/27/2016","22880.00","3111.13"
"A99322","6/26/2000","90000.00","163543.07"
"A04007","7/11/2016","30265.00","30946.83"
"A49320","7/18/2011","30430.00","30732.99"
"A99006","12/17/2002","87417.00","110535.13"
"A64466","1/15/2003","69802.00","87618.13"
"A65099","8/25/2015","55574.00","52815.08"
"A64218","6/25/1990","92778.00","100466.25"
"A64113","9/18/1995","74021.00","75439.44"
"A50580","4/21/2008","39983.00","40524.78"
"A49506","8/23/2006","35949.00","39674.43"
"A50582","4/8/2008","32114.00","34455.29"
"A50212","10/15/1984","50404.00","55861.83"
"A85301","8/27/1979","63950.00","92675.36"
"A24002","1/28/1980","106900.00","105415.38"
"A50606","4/16/2015","29453.00","30867.12"
"A99161","11/28/2006","95200.00","92185.81"
"A37001","7/25/2011","74000.00","74000.16"
"A99190","2/5/1998","90825.00","95620.38"
"P04002","5/28/2016","19240.00","2982.47"
"A99396","8/16/2001","77591.00","90637.55"
"A75072","12/26/1990","36265.00","36269.04"
"A50209","6/15/1998","36649.00","40763.93"
"A49300","12/11/2000","33043.00","40874.63"
"P04001","6/3/2010","20800.00","15933.00"
"A68008","11/14/2016","20800.00","11341.11"
"A65200","2/18/2015","31910.00","31331.18"
"A99362","10/25/2007","37367.00","47884.00"
"A90040","10/4/2004","49627.00","66811.92"
"A51001","6/12/2014","46920.00","44197.93"
"A01030","11/27/2006","77000.00","74243.24"
"P04001","6/13/2014","19760.00","3507.88"
"A64604","3/2/1988","57198.00","61738.78"
"A64604","3/20/2006","46435.00","76403.49"
"A99097","11/21/1999","80179.00","87336.75"
"A64229","2/22/1994","87455.00","85259.10"
"A99304","4/28/2010","71047.00","90032.88"
"B49308","12/11/2001","32260.00","31834.87"
"A40300","2/6/1985","40137.00","39871.98"
"A99386","7/21/2016","38915.00","38177.95"
"A50208","6/6/1994","58081.00","65546.80"
"A99091","5/8/2008","66784.00","108793.45"
"A50208","2/10/1997","44257.00","49482.84"
"A65026","7/1/2005","68750.00","60608.00"
"A50212","7/15/2017","29599.00","29599.00"
"A99005","7/1/2008","70735.00","82428.11"
"B49330","9/16/2002","34590.00","33417.72"
"P04001","6/24/2006","20800.00","4945.00"
"A06032","12/29/2008","36769.00","34216.17"
"A99415","4/25/2001","77591.00","76553.86"
"A90002","9/16/1985","44576.00","44130.64"
"A99422","9/21/1984","111880.00","132529.19"
"A99405","2/18/1997","40730.00","39287.85"
"A99002","1/9/2002","76892.00","114122.58"
"A65006","6/29/2006","64900.00","64959.49"
"A99372","5/24/2004","50419.00","61517.16"
"B70354","5/22/2006","31345.00","34603.88"
"A70402","11/8/2004","41821.00","46759.27"
"A99334","6/19/1996","81086.00","78288.29"
"A64129","1/19/2011","65009.00","75642.92"
"A99161","11/29/2012","62676.00","65760.46"
"A64461","11/13/2006","69802.00","77139.56"
"A99416","6/6/2016","49088.00","48480.49"
"A64216","8/13/2003","67262.00","83725.13"
"A08008","8/20/1990","39090.00","38416.51"
"A99416","7/25/2017","48971.00","48971.00"
"A24001","4/2/2007","64700.00","63709.69"
"A03093","12/22/1977","83000.00","82123.97"
"A49102","9/11/2017","43887.00","43887.00"
"A64139","10/20/1980","89515.00","102859.07"
"A64127","12/12/2007","65009.00","68379.37"
"A50702","11/10/2001","32260.00","37191.90"
"A99416","9/7/2017","48971.00","48971.00"
"B70413","6/4/2012","35547.00","38500.07"
"A99295","11/21/1999","80179.00","135500.45"
"A99356","10/25/1999","78289.00","89397.76"
"P04002","6/19/2010","20800.00","9505.00"
"A99223","4/24/2001","77591.00","97753.84"
"A64226","2/16/1999","73041.00","85099.30"
"A64142","3/20/2006","67262.00","76558.09"
"A64464","10/19/2016","45895.00","32930.42"
"A99407","9/29/1993","83184.00","82384.60"
"A99362","11/10/2005","48347.00","51488.54"
"A49320","10/2/1989","54826.00","60007.80"
"A02002","12/12/2016","36275.00","6713.91"
"A99416","5/16/2017","48971.00","3601.02"
"B70410","9/13/2011","31512.00","39912.52"
"A65200","7/1/2008","19240.00","10300.00"
"A19101","9/15/1997","49139.00","48982.86"
"A41102","1/16/2001","40181.00","39627.10"
"A38001","11/15/2007","56108.00","56329.03"
"A67010","7/18/1977","38881.00","38672.01"
"A31018","3/6/2008","75900.00","74403.94"
"A84401","5/21/2014","20800.00","13626.05"
"A50303","1/16/2007","45144.00","50422.05"
"A99123","7/25/2016","49088.00","43882.51"
"A49103","10/29/2001","85500.00","83719.30"
"A29011","7/31/2017","37415.00","37415.00"
"A40001","10/6/2010","88400.00","88726.60"
"A64463","6/3/2015","36263.00","32931.20"
"A49102","10/17/2011","36055.00","50080.62"
"A75063","11/5/2007","54900.00","52147.56"
"A85302","9/11/2008","42182.00","42976.40"
"A65103","5/18/2009","26680.00","27071.47"
"A70104","7/24/2000","71900.00","71809.80"
"A50208","10/24/1983","46693.00","57931.15"
"A99386","2/6/2003","80900.00","69786.80"
"A06009","6/19/2017","67218.00","67218.00"
"A99064","11/23/2004","85774.00","96723.99"
"A91013","10/28/2004","29872.00","30432.98"
"A49106","4/21/2008","38761.00","39107.78"
"A29036","10/3/2011","50918.00","38832.31"
"A40001","11/17/2007","81400.00","80663.18"
"A50702","4/28/2008","30430.00","35744.34"
"A85001","3/2/2017","63240.00","16703.85"
"A99194","8/20/2012","66122.00","65344.72"
"A29036","9/4/1985","76440.00","37304.87"
"A50701","3/19/2012","122400.00","109626.23"
"A99221","5/21/1999","92831.00","129268.22"
"A99222","6/11/2001","77591.00","90174.41"
"A50306","4/23/1979","81300.00","81321.20"
"P04001","5/27/2017","31200.00","31200.00"
"A99190","7/18/2014","60617.00","52491.76"
"A64102","4/20/1987","92778.00","103642.24"
"A64461","1/15/2003","69802.00","84315.45"
"A65042","4/12/2012","40603.00","42063.90"
"A64460","3/20/2006","78315.00","82223.80"
"A99297","9/9/1987","111880.00","126404.33"
"A30002","11/1/2010","83600.00","81665.32"
"A67012","6/4/2015","23920.00","1731.68"
"A91018","11/25/2016","23920.00","580.18"
"A64462","1/15/2003","72788.00","180028.57"
"A17001","12/30/2010","62620.00","50248.14"
"A50509","9/30/2002","32260.00","30336.90"
"A64127","10/19/2011","65009.00","78427.91"
"A64212","10/19/2011","68307.00","81461.72"
"A04011","7/15/2016","24960.00","11916.00"
"A99335","6/28/2011","66784.00","82443.74"
"B70370","11/5/2009","30430.00","35524.16"
"A49102","12/1/2005","33352.00","33596.71"
"A50606","12/27/2004","30430.00","47713.42"
"A99194","6/23/2007","49833.00","58692.73"
"A67012","3/15/2010","37440.00","2381.94"
"A50205","11/20/2006","35949.00","35689.59"
"A50208","2/10/1997","44257.00","48588.89"
"A99164","8/23/1993","80387.00","138231.36"
"A64003","7/5/2012","37320.00","9948.05"
"A70410","10/16/1995","58081.00","57459.21"
"A99409","4/13/1994","82484.00","89259.75"
"A91014","8/8/2002","43829.00","41381.55"
"A41116","11/2/1985","45978.00","49069.71"
"C90786","11/7/2002","10864.00","10429.08"
"A30001","5/26/2012","83600.00","75222.67"
"A90201","1/26/2004","42852.00","67416.62"
"A02003","11/26/2012","44268.00","43544.46"
"A65105","8/31/1987","42972.00","41056.29"
"A90201","6/28/2007","39924.00","68148.34"
"A99094","4/9/2014","58963.00","57284.51"
"A50804","11/5/2007","37367.00","44353.54"
"A64154","1/15/2003","71092.00","86563.47"
"C90786","4/14/2011","10548.00","9886.21"
"A99302","1/28/2013","66160.00","97947.04"
"A64227","11/10/2010","65009.00","75623.78"
"A06033","12/12/2011","63700.00","63557.15"
"A64301","8/18/2008","65009.00","66345.70"
"A50701","5/12/2008","32864.00","36152.31"
"A99396","10/27/1992","96449.00","167200.21"
"A64131","2/8/1988","92778.00","79377.08"
"A04009","3/10/2012","31200.00","5729.85"
"A99263","12/21/2009","71412.00","91733.68"
"A85301","1/21/2016","29890.00","33848.79"
"A64460","12/21/1992","80102.00","97066.35"
"A64226","3/26/1990","80313.00","80015.43"
"A65026","10/5/1972","40835.00","44841.99"
"A17001","11/5/1973","67937.00","64887.74"
"A99416","3/22/2017","48971.00","11200.40"
"A30001","10/1/2012","163800.00","83248.52"
"B49308","11/24/2003","31345.00","31845.68"
"A64463","6/23/2014","32966.00","23815.55"
"A85301","10/27/2016","37348.00","23619.05"
"A50206","6/24/2006","48158.00","41547.19"
"A65026","7/13/2017","40644.00","22320.65"
"A08005","7/4/1991","69100.00","68404.13"
"A64003","12/27/2007","37916.00","31934.26"
"A50212","12/17/1984","57898.00","65884.32"
"P04001","6/21/2008","24960.00","24960.00"
"A65006","1/28/2008","32381.00","32191.89"
"A50207","12/23/2013","32975.00","23405.86"
"A49101","8/22/2005","65238.00","72651.57"
"A90041","12/11/2006","42852.00","41487.32"
"A01001","11/10/2013","46920.00","46498.09"
"A65095","7/1/2006","26680.00","26387.48"
"A50608","4/1/2002","32260.00","47018.67"
"A64604","11/16/1987","50491.00","75703.10"
"A99220","12/8/2009","69373.00","89744.76"
"A29002","4/25/1988","59405.00","39937.12"
"A64113","1/7/2002","95065.00","104016.74"
"A31012","10/4/1996","63292.00","62352.98"
"P04002","6/1/2017","20800.00","20800.00"
"P04001","6/21/2008","24960.00","252.00"
"A49107","6/9/1980","51843.00","52921.34"
"A02002","8/14/2017","36275.00","36275.00"
"A64604","8/1/2016","37415.00","35951.20"
"A65027","6/30/2000","49755.00","53960.29"
"A99091","7/16/2013","62676.00","76499.24"
"A83001","9/28/2015","115300.00","113922.17"
"B49308","4/16/2001","32260.00","33703.62"
"A64205","12/12/2007","66489.00","76322.13"
"C90786","10/15/2009","10548.00","10166.98"
"A64140","11/15/2004","69145.00","104569.08"
"A75067","9/30/2013","34362.00","29763.61"
"A29004","8/29/2016","67218.00","53226.99"
"A99194","8/26/2015","49833.00","53294.25"
"A99064","3/31/2005","72775.00","76744.41"
"A99330","1/10/1986","85906.00","140681.44"
"A65038","4/13/2015","31017.00","34621.57"
"A65508","3/9/2006","59808.00","59636.52"
"A50211","2/22/1988","49089.00","53184.09"
"A64144","5/13/1991","105127.00","116290.96"
"A99061","9/8/1999","91569.00","125208.98"
"A90041","9/5/1995","45348.00","43037.80"
"A24002","1/2/1979","109500.00","108388.93"
"A99002","2/24/2005","72775.00","80377.12"
"A99335","7/10/1995","81784.00","165090.69"
"A50209","5/23/1983","50404.00","60149.06"
"A64205","9/9/1996","75705.00","86744.72"
"A49370","8/7/2000","37500.00","43118.07"
"A14007","2/1/2007","35949.00","33662.70"
