"DEPTID","HIRE_DT","ANNUAL_RT","Gross"
"A99123","4/19/1993","110618.00","124133.22"
"A99408","4/15/2008","72438.00","71779.81"
"A90005","12/3/1971","62345.00","58570.27"
"A64229","12/13/2004","81410.00","80806.41"
"A64466","6/3/2015","36263.00","36707.74"
"A29006","2/17/2015","69800.00","67289.27"
"A50101","6/29/2009","53284.00","55371.63"
"A50602","8/12/1996","44257.00","65924.92"
"A03031","10/19/1987","42524.00","42246.08"
"A64104","9/19/2005","67262.00","80211.45"
"A99386","7/1/2002","73600.00","90248.11"
"A64001","9/6/2017","53000.00","53000.00"
"A06033","6/27/2011","36275.00","35447.56"
"A06005","6/3/1987","100200.00","99285.22"
"A99062","7/30/1997","82326.00","206320.68"
"C90786","5/22/2003","10864.00","10117.57"
"A99194","12/9/2015","49088.00","56272.21"
"A83007","2/21/2012","55610.00","54535.15"
"A29010","6/21/2017","37415.00","37415.00"
"A99193","9/26/2011","66784.00","68491.12"
"A64144","3/26/1990","80801.00","96975.21"
"A29045","7/7/2014","70900.00","67923.77"
"A64102","9/17/1990","78527.00","91742.42"
"A99416","5/31/2017","48971.00","1506.76"
"A50101","11/7/2016","63240.00","38153.78"
"A29007","9/22/2014","70900.00","67923.77"
"A49102","12/7/2015","86400.00","85322.53"
"A49104","12/19/2007","48950.00","54287.73"
"A49104","9/19/2011","39983.00","45656.24"
"A64208","9/17/1990","78527.00","78937.79"
"A50304","8/15/1994","42625.00","47453.87"
"A64144","10/26/1987","92778.00","96463.45"
"A50303","10/5/1998","60700.00","65068.91"
"B70105","10/3/2005","31345.00","32483.65"
"A50306","9/11/2006","36439.00","37096.84"
"A90201","12/14/2009","38761.00","41804.55"
"A64157","8/18/2008","65009.00","79019.54"
"A64126","11/10/2010","66893.00","78098.29"
"A50601","3/19/1990","39090.00","52452.80"
"A75001","7/6/2015","89300.00","84534.00"
"A99337","5/31/1995","109078.00","135342.23"
"A99322","5/5/1988","98569.00","147031.42"
"A65004","6/29/2016","156000.00","50400.00"
"A99408","4/3/2007","71412.00","58904.63"
"A75085","8/13/2007","63300.00","60322.51"
"A49505","3/20/1978","78800.00","77877.84"
"A65075","1/24/2000","93600.00","93330.17"
"A38005","8/30/2012","44358.00","47078.66"
"A70104","1/12/1998","34323.00","24958.29"
"A04002","7/6/1978","61279.00","67098.52"
"A99408","1/22/2013","62676.00","53776.54"
"A99398","3/26/2000","92086.00","114495.12"
"A50209","3/11/2017","32114.00","8735.02"
"A31012","5/30/2000","60605.00","54133.78"
"A64604","8/27/2001","47787.00","55701.21"
"A99064","10/29/2002","74134.00","95019.74"
"A64153","8/18/2008","66829.00","84349.51"
"B49308","3/25/2003","31345.00","32407.52"
"A91013","6/10/2013","21840.00","21840.00"
"B49370","5/4/2009","32635.00","35208.20"
"A64210","10/23/2007","65009.00","76323.10"
"A99330","5/8/1996","83044.00","95651.04"
"A04010","6/22/2009","42602.00","38610.41"
"A64142","8/18/2008","66829.00","88444.77"
"A99332","5/19/1992","83881.00","104618.25"
"A65101","10/21/2004","60138.00","60319.78"
"A29007","8/23/2004","81100.00","78431.48"
"A99222","7/22/2013","62676.00","68741.56"
"A14006","8/3/2017","30265.00","30265.00"
"A64129","10/23/2007","65009.00","74840.39"
"A50401","8/29/1994","69038.00","67893.51"
"A50606","3/23/2015","29890.00","58408.26"
"A64208","3/30/2011","66489.00","70620.57"
"A50204","8/6/1979","72838.00","72383.37"
"B70403","1/8/2004","35339.00","40119.63"
"A29004","1/4/2016","67218.00","60470.29"
"A85302","1/26/2004","43447.00","43824.70"
"A99415","9/17/2003","74134.00","109782.41"
"A64229","7/12/1999","71461.00","90829.37"
"A12002","9/29/1986","49790.00","45893.46"
"A64218","3/30/2011","66489.00","66810.38"
"A64104","8/18/2008","65009.00","66623.90"
"A85302","10/26/1981","54538.00","68737.63"
"A64004","11/23/1998","70337.00","71157.88"
"A64462","9/23/2015","36263.00","37253.03"
"A99262","8/5/1996","81086.00","118403.39"
"A29002","2/3/1975","56576.00","44325.72"
"A99422","10/14/1993","110036.00","117825.80"
"A40001","6/9/2014","63240.00","66394.66"
"A64123","11/10/2010","65009.00","66008.55"
"A99396","2/9/2015","63300.00","62676.34"
"A99422","8/21/1991","70735.00","78926.93"
"A99194","1/26/2009","70051.00","108921.11"
"A90201","2/23/2017","40495.00","14034.75"
"A64120","3/15/1993","76165.00","78667.18"
"A99394","7/1/1991","97309.00","110269.52"
"A99094","9/10/1996","81086.00","94859.50"
"A99363","5/11/2006","29994.00","27484.97"
"P04001","11/4/2013","20800.00","20800.00"
"A99262","11/18/2014","49833.00","57107.27"
"A75020","8/24/2009","45083.00","42385.97"
"A99125","1/3/2012","67719.00","78500.60"
"A99124","1/29/2007","78747.00","89013.13"
"A99094","3/30/1993","83184.00","82442.61"
"A50208","4/21/1986","56295.00","74084.06"
"A99300","6/3/1991","39090.00","37825.05"
"A50208","2/25/1985","46693.00","52957.19"
"A29009","10/20/2003","84900.00","83206.38"
"A99416","9/26/2016","49088.00","35001.00"
"A29008","11/4/2015","83200.00","81538.42"
"A99396","1/23/1997","80387.00","112861.39"
"A49507","2/1/2010","34299.00","45831.73"
"A67009","12/19/2016","43887.00","21401.91"
"A99161","2/7/2014","58963.00","28963.17"
"A50209","12/10/2001","46459.00","48220.55"
"A85302","6/9/2003","31345.00","44284.18"
"A75079","10/25/1983","19240.00","6403.59"
"A99225","10/25/1994","80387.00","89978.24"
"B70412","9/6/2005","32448.00","32545.68"
"A50701","8/7/2014","39343.00","32739.50"
"A49100","2/7/1990","54034.00","53323.59"
"A02002","4/25/2017","46179.00","6616.92"
"A03090","9/17/2003","45094.00","44499.11"
"C90786","7/6/2011","9663.00","9663.00"
"A01001","1/2/2017","46920.00","21227.40"
"A68001","3/9/2015","47947.00","47550.26"
"A50208","5/7/2016","32975.00","39531.29"
"C90786","9/21/2017","9663.00","9663.00"
"A65103","7/1/2006","26680.00","26803.43"
"A99097","4/26/2001","90000.00","135282.02"
"A85100","9/28/2017","68640.00","68640.00"
"A14006","6/16/2011","32381.00","30881.59"
"A99262","11/10/2004","72775.00","86313.04"
"A03027","10/7/2002","39400.00","38554.49"
"A99399","2/6/2012","141500.00","135947.04"
"A38001","10/28/1999","114368.00","114167.41"
"A99002","7/1/2005","71412.00","80408.44"
"A06004","7/14/1980","87300.00","85973.02"
"A65004","5/1/2009","100100.00","99883.45"
"A38004","2/23/2009","56108.00","76105.68"
"A09001","12/27/1995","55666.00","55354.98"
"A64131","12/12/2007","65009.00","69732.33"
"A50305","11/24/2014","52424.00","41131.72"
"A64462","10/19/2016","45895.00","31449.20"
"A50211","6/23/2007","32114.00","9146.65"
"P04002","5/27/2017","22464.00","2765.64"
"A64003","9/18/1995","75705.00","83274.68"
"A65201","1/26/2017","94100.00","34723.54"
"C90786","3/15/2005","10864.00","10429.07"
"A70340","6/24/2006","22318.00","5914.83"
"A50803","6/18/1998","53426.00","112133.76"
"A99322","8/4/1989","83881.00","87369.65"
"A49104","7/21/1994","64200.00","63524.83"
"P04001","6/1/2017","24960.00","24960.00"
"A64463","6/3/2015","32966.00","40538.17"
"A64003","7/12/2017","37320.00","37320.00"
"A30002","6/2/2008","79200.00","58660.71"
"A99224","10/17/2006","76892.00","83081.11"
"A99002","3/30/2006","77591.00","94952.78"
"A99225","7/21/2009","70051.00","80393.41"
"A99347","8/24/1994","95689.00","103944.03"
"A29008","6/5/2017","81600.00","3076.92"
"A99224","1/17/2012","66122.00","70822.05"
"A85302","9/11/2008","42182.00","46614.70"
"C90786","3/25/2004","10864.00","10552.92"
"A99415","7/18/2000","78289.00","101981.65"
"A31001","3/19/1990","127560.00","126449.04"
"A29003","9/27/1993","119400.00","117007.64"
"A41116","3/7/2005","45710.00","52735.90"
"A50207","10/4/1977","57274.00","75121.69"
"A99410","7/8/1965","50656.00","54066.53"
"A70370","9/27/2017","22318.00","22318.00"
"A70104","6/21/2008","28488.00","28488.00"
"A50701","7/9/2001","41741.00","40624.74"
"A99386","6/23/2016","38915.00","42419.03"
"A99394","5/15/1997","78289.00","95182.66"
"A64130","2/23/2009","65009.00","66071.39"
"A06031","9/11/2017","50000.00","50000.00"
"A29045","5/27/2014","70900.00","68202.02"
"A41101","1/21/2014","32718.00","36090.46"
"A50303","6/15/1999","32260.00","32561.83"
"A04001","6/19/2014","36055.00","41727.98"
"A85301","10/25/2007","43887.00","51650.84"
"A70105","6/20/2013","31782.00","33530.38"
"A90201","6/10/2010","38761.00","35842.70"
"A49506","2/22/2005","28488.00","11678.56"
"A65201","9/6/2005","65400.00","64980.99"
"A65012","4/21/2016","91600.00","89676.16"
"A99425","4/15/2008","72438.00","96553.75"
"A51001","7/25/1988","60300.00","58257.79"
"A75082","5/26/2015","38915.00","62477.17"
"A99322","8/5/1997","82326.00","109916.01"
"A99323","12/28/2005","72094.00","83385.09"
"A29010","3/7/2016","67218.00","31037.22"
"A64155","12/12/2007","66893.00","66817.30"
"A91013","10/16/1997","30742.00","27039.11"
"A85302","3/27/1986","48507.00","48581.42"
"A49101","8/12/2013","47947.00","49994.60"
"A85100","6/28/2012","54725.00","37929.85"
"A09002","4/27/2016","30468.00","30050.02"
"B70413","11/5/1984","40851.00","68958.60"
"A99162","11/19/2008","71742.00","105573.24"
"A49507","3/3/2005","30430.00","35472.67"
"A08008","10/15/2013","60600.00","59938.79"
"A38006","1/16/2014","40631.00","38881.95"
"A75062","9/8/1998","40181.00","39369.70"
"A29011","7/21/1994","60614.00","60077.96"
"A75010","8/17/2015","29138.00","27267.45"
"A68001","7/11/1987","49790.00","65796.29"
"A75088","2/24/2003","43295.00","40549.02"
"A91014","10/2/2017","30781.00","30781.00"
"A65201","9/3/2013","46179.00","44330.44"
"A49310","3/28/1988","43798.00","46624.61"
"A85301","6/7/2007","43447.00","54830.24"
"P04001","7/19/2010","31200.00","12372.50"
"A75017","2/27/2017","25709.00","3059.10"
"B70403","9/23/1996","40081.00","42934.26"
"A29006","6/6/2014","68700.00","66713.12"
"C90786","12/1/2010","10548.00","10155.51"
"A08007","9/18/2006","48846.00","50763.80"
"A75082","12/11/1978","37236.00","45234.24"
"P04001","7/15/2013","20800.00","12195.00"
"A49308","1/29/1996","38561.00","43366.16"
"A90002","5/25/1989","39090.00","41861.48"
"B70354","6/29/1998","32260.00","32327.13"
"A38001","6/10/1999","98468.00","98795.17"
"P04001","6/16/2015","20800.00","20800.00"
"A54002","4/12/1990","39090.00","40602.00"
"A91013","8/6/2014","30504.00","31313.37"
"A64123","3/20/2006","69145.00","72465.31"
"A99330","8/10/1987","111880.00","121954.08"
"A64129","8/9/1995","87455.00","98522.16"
"A64208","3/30/2011","65009.00","74936.28"
"A64460","12/16/1996","110536.00","109669.69"
"A99310","5/30/1995","83759.00","102135.18"
"P04002","5/27/2017","19240.00","19240.00"
"A50804","6/17/2013","31017.00","37001.59"
"A64102","7/20/1987","78527.00","89169.47"
"A99370","6/16/1997","40730.00","39507.43"
"A99416","5/30/2017","48971.00","1695.02"
"A99224","11/20/2015","49088.00","52981.12"
"A99120","2/6/2003","74134.00","88602.94"
"A65075","9/10/2015","61300.00","54950.97"
"A65026","8/25/2016","51000.00","41197.32"
"A02002","6/24/2013","43295.00","17161.75"
"A64230","8/30/1993","75705.00","87515.04"
"A14006","6/17/2010","34902.00","37250.99"
"A38004","8/1/2002","58276.00","57700.97"
"A99093","12/3/2009","71047.00","75100.33"
"B70350","1/26/2004","32448.00","36497.96"
"A70414","9/28/2015","29453.00","37282.59"
"A99162","12/15/1986","97309.00","153363.26"
"A70105","1/31/1994","63300.00","64897.74"
"A70410","10/18/2011","52424.00","46534.20"
"A64229","8/18/2008","65009.00","76230.09"
"A29006","11/28/2016","69400.00","37913.49"
"A99005","10/28/1997","79689.00","102839.13"
"A65200","11/21/1988","103600.00","93761.74"
"C90786","2/10/2005","10864.00","10552.90"
"A70320","2/27/2017","22318.00","8954.04"
"B70354","5/13/2010","31512.00","29758.79"
"A99065","8/24/2004","86634.00","115292.79"
"A64218","1/7/2002","71097.00","78662.67"
"A50306","1/5/2004","65238.00","64037.75"
"A50803","12/9/2013","59500.00","59342.90"
"P04002","11/29/2011","20800.00","18022.50"
"A04003","6/20/2011","30884.00","30384.43"
"A50212","8/2/1981","46693.00","54456.95"
"P04001","8/28/2012","20800.00","12380.00"
"A99064","6/20/1995","81784.00","82383.41"
"A02002","12/5/2016","51946.00","26834.39"
"A29008","5/17/1999","98200.00","96865.40"
"A29009","9/20/2004","88400.00","86634.72"
"A50401","5/18/1987","61279.00","56555.28"
"A03085","6/12/1995","71800.00","70868.22"
"A06015","6/28/2007","63900.00","63345.70"
"A49100","3/17/2014","123500.00","119478.50"
"A85001","1/26/2012","32584.00","41396.09"
"A70370","11/27/2012","29120.00","27264.23"
"A65026","3/24/2016","34312.00","35303.92"
"A99194","11/17/2008","71742.00","77311.00"
"A41101","11/6/2013","80600.00","79149.11"
"A08007","7/5/2016","61200.00","55544.76"
"A64006","9/18/1995","78520.00","88340.83"
"A99225","9/18/2007","70051.00","82817.61"
"A50701","9/15/2014","42602.00","52552.92"
"A99425","9/9/2008","70735.00","101718.29"
"A49106","4/29/1985","40137.00","40416.01"
"A14003","5/12/2005","38488.00","37147.63"
"B70412","9/22/2003","36608.00","38669.85"
"A99322","10/17/2016","119300.00","76500.00"
"A29004","3/15/1990","121400.00","118944.12"
"A75051","6/19/2017","57500.00","57500.00"
"A99124","6/19/2012","66122.00","76108.31"
"A50701","9/20/1979","55503.00","54438.49"
"P04001","10/30/2000","20800.00","11555.80"
"A64460","1/18/1988","117264.00","120678.12"
"P04001","6/20/2011","19760.00","19760.00"
"A01001","1/18/2007","137700.00","128557.78"
"A64126","11/27/2000","71461.00","87680.98"
"A64462","9/23/2015","36263.00","40040.35"
"A99312","4/23/1985","83881.00","110207.34"
"A99002","11/16/1992","83184.00","99247.99"
"A64102","12/13/2004","79470.00","71754.69"
"A99127","2/13/1999","80896.00","140735.50"
"A24001","3/27/1978","169600.00","167489.88"
"A99336","4/14/1987","98569.00","157504.35"
"A99398","1/7/2009","70051.00","70230.24"
"A64140","1/19/2011","66893.00","86099.12"
"B70403","1/14/1998","38979.00","40138.91"
"A49101","6/15/2016","65000.00","32759.98"
"A99195","3/23/2015","49833.00","53904.19"
"A50208","4/7/2008","40603.00","54499.43"
"A75012","9/2/2014","19240.00","9352.51"
"A99303","5/14/1980","29994.00","23314.27"
"A99422","4/25/1988","83881.00","142986.95"
"A50602","1/28/2008","30430.00","42645.98"
"A99396","10/24/1988","97309.00","111483.24"
"A32002","6/13/2009","34902.00","33921.82"
"A70415","5/30/2013","32635.00","35444.81"
"A50207","9/21/1981","79300.00","79540.60"
"A99341","3/28/1994","82484.00","101637.79"
"A64114","2/16/1999","71529.00","71977.76"
"A03072","12/15/2014","60200.00","58838.23"
"A49390","5/1/2000","37500.00","81891.92"
"A83007","2/27/2012","55610.00","55187.41"
"B70372","11/21/2005","30430.00","38190.20"
"A64129","1/18/2005","91984.00","111593.53"
"A75050","1/30/2017","76500.00","25961.56"
"A38001","6/20/2013","51051.00","61664.93"
"A91013","6/14/2001","45217.00","42063.44"
"A31001","4/20/1999","41087.00","40514.02"
"P04002","5/27/2017","20800.00","3742.50"
"A99194","10/9/2012","58963.00","67724.40"
"A85001","12/20/2007","35378.00","41118.20"
"A99415","2/27/1995","94848.00","110118.66"
"B70410","6/30/1997","34320.00","37407.96"
"A70101","12/11/2000","45893.00","45661.15"
"A02003","12/12/2011","54600.00","54446.50"
"A85001","11/2/1987","39622.00","50155.08"
"P83004","5/4/2013","20800.00","2722.05"
"A99399","6/15/1992","119544.00","113850.21"
"A90040","12/6/2004","42852.00","57960.44"
"A99322","7/20/2004","74134.00","104240.35"
"A50208","7/16/2016","32975.00","31725.64"
"A14003","12/24/2015","29138.00","29531.09"
"A06015","11/21/1966","40835.00","40091.94"
"A90201","12/4/2003","39924.00","46717.84"
"A02002","2/26/2014","46179.00","35357.50"
"A68011","5/13/2014","37232.00","34244.52"
"P04002","5/27/2017","20800.00","3870.00"
"A99407","11/18/2009","69373.00","71247.31"
"A99407","1/17/1986","29999.00","1961.48"
"P04001","7/1/2002","24960.00","15585.00"
"A99322","3/2/1995","93244.00","146599.24"
"A64604","3/27/1997","51163.00","64971.59"
"A70105","10/26/1995","33978.00","33294.45"
"A64466","9/19/2005","69802.00","103393.16"
"A50701","11/2/2015","31765.00","32005.66"
"A64604","9/10/2005","46435.00","70223.53"
"A64004","9/30/2002","72097.00","77019.07"
"A32001","3/20/2008","89900.00","88649.51"
"A64153","1/7/2002","84137.00","84990.27"
"A99064","8/16/2007","71412.00","105860.54"
"P04001","5/27/2017","41600.00","41600.00"
"A91013","6/12/2012","28931.00","29506.91"
"A65086","1/16/2001","36996.00","36629.65"
"A64126","7/28/1986","95043.00","100017.00"
"A16001","10/30/2014","45970.00","43498.71"
"A64147","2/23/1999","71461.00","75008.18"
"A70402","2/27/2006","31345.00","30882.30"
"A32001","4/15/2002","101400.00","98429.71"
"A41101","10/6/2008","53284.00","76654.84"
"A23001","11/7/2016","72400.00","43612.96"
"A64003","3/8/2017","37320.00","10098.36"
"A50212","7/7/1986","50404.00","52093.84"
"A99063","5/9/2007","71412.00","101248.56"
"P04001","12/30/2002","20800.00","5045.00"
"A68011","11/12/2015","31482.00","33173.24"
"A41106","3/20/1986","51843.00","51493.51"
"A65099","7/1/2006","26680.00","26659.47"
"A49320","7/29/2004","33985.00","49409.59"
"C90900","11/17/1975","12768.00","12375.10"
"A64603","12/8/1986","60580.00","74967.12"
"A50208","3/6/1989","45475.00","50500.97"
"A30003","5/12/1986","71500.00","71184.36"
"A65531","6/23/2011","32381.00","34907.53"
"A75008","5/16/2009","45083.00","42707.60"
"A99322","6/18/2002","78747.00","121328.70"
"A85301","3/6/2017","21840.00","2239.99"
"B49410","12/6/1995","33176.00","45508.57"
"A64604","11/18/1987","50491.00","50289.13"
"A64106","1/17/2001","82132.00","85823.35"
"P04002","5/25/2013","20800.00","11527.50"
"A99064","3/22/2005","72775.00","122038.29"
"A65095","7/1/2006","26680.00","26301.65"
"A50701","9/25/2006","40542.00","46446.93"
"A50207","4/20/1987","77400.00","77629.68"
"A99333","9/15/1982","40137.00","43847.51"
"A70104","6/23/2007","31173.00","40830.24"
"A99001","9/22/1993","83184.00","118743.36"
"A70404","6/19/2017","29120.00","29120.00"
"A64154","10/23/2007","65009.00","71737.05"
"A29011","7/1/2002","58946.00","56226.73"
"A38002","7/5/2012","40631.00","38881.95"
"A99308","7/5/1990","97309.00","181433.89"
"P04001","8/27/2010","20800.00","9590.00"
"A99166","1/23/2013","62676.00","89998.42"
"A06032","11/7/2011","36769.00","31290.57"
"A50212","2/6/1989","34091.00","36269.92"
"A50208","1/24/1978","73600.00","73361.90"
"A85301","4/13/2006","43447.00","50716.08"
"A99002","4/6/1995","111880.00","130800.00"
"A49104","1/28/1987","69721.00","74837.66"
"A50208","3/7/1988","54826.00","71447.77"
"A50212","2/6/1989","36496.00","37537.68"
"A85301","1/3/2008","42182.00","49731.81"
"A06053","4/24/2017","28488.00","3949.12"
"A38001","6/10/2004","47935.00","51657.71"
"A49101","9/22/2014","73400.00","68488.21"
"A90005","4/13/1980","45841.00","45206.92"
"A65095","9/12/2017","25012.00","25012.00"
"A99323","2/13/1999","105351.00","120285.70"
"A64143","1/7/2002","69515.00","69359.58"
"A64127","3/26/1990","78527.00","94846.83"
"A99127","10/16/2000","77591.00","115977.91"
"A14007","7/3/2008","38761.00","36725.27"
"A04015","4/8/2005","19802.00","11567.06"
"A85302","11/3/1988","47242.00","47523.60"
"A41101","11/23/2015","47947.00","45155.54"
"A91018","8/5/2016","23920.00","8253.05"
"A99416","5/1/2017","48971.00","5650.50"
"A49412","3/1/2004","31345.00","36960.79"
"A99094","8/13/2002","76892.00","81803.61"
"A06019","1/4/2016","48158.00","45174.27"
"A75060","12/1/2008","54709.00","48315.78"
"A70415","8/20/2013","29890.00","33831.52"
"A50207","3/19/1990","45475.00","51228.45"
"A50618","5/8/1997","33176.00","34999.74"
